,name,url,Main Story time,Main Story tag info,Main + Extra time,Main + Extra tag info,Completionist time,Completionist tag info,Solo time,Solo tag info,Co-Op time,Co-Op tag info,Vs. time,Vs. tag info
30660,mecharitzsteelrondo,game?id=37970,31.0,40.0,,0.0,,0.0,,,,,,
30661,gemsoftheaztecs,game?id=37978,,0.0,,0.0,27.5,40.0,,,,,,
30669,defragmented,game?id=38079,4.0,40.0,8.0,40.0,12.0,40.0,,,,,,
30670,championsofbreakfast,game?id=38082,40.0,40.0,,0.0,,0.0,,,,,,
30677,neonspaceultra,game?id=38165,41.0,40.0,,0.0,,0.0,,,,,,
30679,beaterspirit,game?id=38167,,0.0,,0.0,3.5,40.0,,,,,,
30682,thetempleofno,game?id=38180,15.0,40.0,22.0,40.0,,0.0,,,,,,
30683,syndicateamericanrevolt,game?id=38183,8.5,40.0,,0.0,,0.0,,,,,,
30686,upwardslonelyrobot,game?id=38194,2.0,40.0,,0.0,,0.0,,,,,,
30687,tenrow,game?id=38215,1.0,40.0,,0.0,1.0,60.0,,,,,,
30690,purinoparty,game?id=38251,5.0,40.0,,0.0,5.0,40.0,,,,,,
30691,tomclancysthedivisionunderground,game?id=38252,,0.0,,0.0,37.5,40.0,,,,,,
30692,tomclancysthedivisionsurvival,game?id=38253,2.0,40.0,,0.0,,0.0,,,,,,
30693,boneboneriseofthedeathlord,game?id=38259,3.0,40.0,4.5,40.0,4.5,50.0,,,,,,
30694,sudokuquest,game?id=38263,,0.0,,0.0,25.0,40.0,,,,,,
30695,crimsonroomdecade,game?id=38270,1.5,40.0,3.0,40.0,4.0,40.0,,,,,,
30696,townopolis,game?id=38275,,0.0,17.5,40.0,,0.0,,,,,,
30698,sixsidesoftheworld,game?id=38287,3.0,40.0,4.5,40.0,8.0,40.0,,,,,,
30699,thelabyrinthofgrisaia,game?id=38295,18.0,40.0,25.0,50.0,30.5,50.0,,,,,,
30700,alienrun,game?id=38303,15.0,40.0,,0.0,1.5,40.0,,,,,,
30703,abevr,game?id=38321,5.0,40.0,,0.0,,0.0,,,,,,
30705,forzamotorsport6apex,game?id=38336,3.5,50.0,8.0,50.0,18.5,40.0,,,,,,
30708,limboofthelost,game?id=38349,,0.0,,0.0,13.0,40.0,,,,,,
30710,madbullets,game?id=38356,3.0,40.0,,0.0,23.5,40.0,,,,,,
30711,myfroggertoytrials,game?id=38357,4.5,40.0,,0.0,,0.0,,,,,,
30713,thebattlecatspop,game?id=38367,21.5,40.0,,0.0,,0.0,,,,,,
30714,bloodbones,game?id=38372,3.0,40.0,,0.0,,0.0,,,,,,
30715,shamankingspiritofshamans,game?id=38374,1.0,40.0,,0.0,5.0,40.0,,,,,,
30717,wolfquest,game?id=38377,5.0,40.0,,0.0,,0.0,,,,,,
30727,sonicomicommunicationwithsonico,game?id=38438,5.5,50.0,14.0,50.0,31.5,40.0,,,,,,
30728,cookingmama5bonapptit,game?id=38439,13.5,40.0,,0.0,18.5,40.0,,,,,,
30729,hadeanlands,game?id=38443,7.5,40.0,,0.0,14.0,40.0,,,,,,
30731,zion,game?id=38454,2.0,40.0,,0.0,,0.0,,,,,,
30736,gembreak,game?id=38482,,0.0,3.0,40.0,,0.0,,,,,,
30738,juicedeliminator,game?id=38492,9.0,40.0,12.0,40.0,,0.0,,,,,,
30741,akin,game?id=38509,,0.0,5.5,40.0,7.5,50.0,,,,,,
30746,hardcube,game?id=38531,54.0,40.0,,0.0,1.0,40.0,,,,,,
30749,massivecleavagevszombies,game?id=38548,1.5,40.0,,0.0,3.5,40.0,,,,,,
30751,tanitaaplasticinedream,game?id=38568,3.0,40.0,,0.0,,0.0,,,,,,
30754,sacred3orclandstorydlc,game?id=38589,1.5,40.0,2.0,40.0,,0.0,,,,,,
30756,sacred3underworldstorydlc,game?id=38593,1.0,40.0,1.0,40.0,,0.0,,,,,,
30759,callofthemightywarriors,game?id=38604,,0.0,,0.0,5.0,40.0,,,,,,
30760,wheresmyhelmet,game?id=38609,3.0,40.0,3.5,40.0,4.0,40.0,,,,,,
30763,puzzlesatmysterymanor,game?id=38622,4.0,40.0,,0.0,4.0,40.0,,,,,,
30766,approachingblocks,game?id=38631,2.5,40.0,,0.0,4.5,50.0,,,,,,
30774,themagicalsilence,game?id=38664,27.0,40.0,,0.0,28.0,60.0,,,,,,
30775,wailingheights,game?id=38666,4.0,40.0,4.5,40.0,5.0,40.0,,,,,,
30776,smashingthebattle,game?id=38673,7.5,40.0,9.0,40.0,12.0,40.0,,,,,,
30778,halospv3,game?id=38694,10.5,40.0,17.5,40.0,,0.0,,,,,,
30779,auroranights,game?id=38697,40.0,40.0,46.0,40.0,1.5,50.0,,,,,,
30780,disneyprincessmyfairytaleadventure,game?id=38698,,0.0,2.5,40.0,,0.0,,,,,,
30781,hiddenexpeditionamazon,game?id=38703,4.5,40.0,,0.0,,0.0,,,,,,
30782,theprincessandthefrog,game?id=38704,2.0,40.0,,0.0,,0.0,,,,,,
30789,adventureofpocoeco,game?id=38743,,,,,,,1.0,40.0,,,,
30791,onehundredways,game?id=38748,,0.0,,0.0,7.5,40.0,,,,,,
30794,goosebumpshorrorland,game?id=38783,6.5,40.0,,0.0,,0.0,,,,,,
30795,cloudlandsvrminigolf,game?id=38794,,0.0,2.5,40.0,,0.0,,,,,,
30796,scytheii,game?id=38808,3.5,40.0,4.5,40.0,,0.0,,,,,,
30799,beastsbattle,game?id=38834,,0.0,2.0,40.0,4.5,40.0,,,,,,
30800,annieamber,game?id=38835,,0.0,12.0,40.0,,0.0,,,,,,
30806,zeusquestanagenissisofgaia,game?id=38924,5.0,40.0,,0.0,,0.0,,,,,,
30807,redcon,game?id=38933,20.0,40.0,,0.0,,0.0,,,,,,
30808,mooncolonizationproject,game?id=38934,,0.0,,0.0,42.0,50.0,,,,,,
30809,echosecretsofthelostcavern,game?id=38960,4.5,40.0,,0.0,,0.0,,,,,,
30810,surround,game?id=38968,5.0,40.0,,0.0,,0.0,,,,,,
30813,driven,game?id=38977,3.0,40.0,,0.0,,0.0,,,,,,
30814,evegunjack,game?id=38990,2.0,40.0,2.0,50.0,4.0,40.0,,,,,,
30817,mysticriders,game?id=39001,24.0,40.0,,0.0,,0.0,,,,,,
30818,gravitycat,game?id=39021,2.0,40.0,2.0,40.0,2.0,50.0,,,,,,
30819,neurohunter,game?id=39041,,0.0,,0.0,14.0,40.0,,,,,,
30821,thefishfiles,game?id=39063,5.0,40.0,,0.0,,0.0,,,,,,
30822,backtosaturnxep1getoutofmystations,game?id=39085,7.0,40.0,,0.0,,0.0,,,,,,
30827,discroom,game?id=39120,17.0,40.0,1.0,40.0,,0.0,,,,,,
30830,selmaandthewisp,game?id=39127,2.0,40.0,,0.0,2.0,50.0,,,,,,
30832,beautyandthebeastaboardgameadventure,game?id=39140,5.0,40.0,,0.0,3.0,40.0,,,,,,
30835,3dtictactoe,game?id=39144,5.0,40.0,,0.0,1.0,40.0,,,,,,
30838,androidjohn,game?id=39190,,0.0,,0.0,2.0,40.0,,,,,,
30840,derangedrabbits,game?id=39195,,0.0,4.0,40.0,10.0,40.0,,,,,,
30841,forgottentalesdayofthedead,game?id=39199,12.0,40.0,,0.0,12.0,40.0,,,,,,
30843,squirbs,game?id=39214,,0.0,,0.0,6.0,40.0,,,,,,
30845,thebigsecretofasmalltown,game?id=39217,4.5,40.0,,0.0,,0.0,,,,,,
30846,tomatojones,game?id=39251,1.5,40.0,,0.0,2.0,40.0,,,,,,
30848,riddlesofthepast,game?id=39271,2.0,40.0,2.0,40.0,2.0,50.0,,,,,,
30849,lostjourney,game?id=39306,5.0,40.0,5.0,40.0,6.0,40.0,,,,,,
30851,eisenhornxenos,game?id=39321,6.5,40.0,8.0,40.0,13.0,40.0,,,,,,
30854,lightningwarriorraidyiitempleofdesire,game?id=39358,11.5,40.0,,0.0,,0.0,,,,,,
30856,phantaruk,game?id=39373,4.0,40.0,,0.0,5.5,40.0,,,,,,
30857,tahiraechoesoftheastralempire,game?id=39399,,0.0,7.5,40.0,7.5,40.0,,,,,,
30858,memento,game?id=39415,,0.0,1.5,40.0,4.5,40.0,,,,,,
30859,woodletree2worlds,game?id=39416,3.5,50.0,9.5,40.0,10.5,40.0,,,,,,
30860,reed,game?id=39436,40.0,40.0,,0.0,,0.0,,,,,,
30861,saboteur,game?id=39439,,0.0,2.0,40.0,,0.0,,,,,,
30863,farcrycompilation,game?id=39465,,,,,,,89.0,40.0,,0.0,,0.0
30864,magicpotionexplorer,game?id=39485,,0.0,9.5,40.0,,0.0,,,,,,
30867,crazyforest,game?id=39495,,0.0,,0.0,1.0,40.0,,,,,,
30868,byebyewackyplanet,game?id=39498,3.0,40.0,,0.0,4.5,40.0,,,,,,
30871,carnevil,game?id=39519,45.0,40.0,,0.0,,0.0,,,,,,
30872,narutoshippudenultimateninjablazing,game?id=39526,,0.0,6.0,40.0,,0.0,,,,,,
30876,metalcombatfalconsrevenge,game?id=39557,59.0,40.0,,0.0,,0.0,,,,,,
30877,shiensrevenge,game?id=39558,3.0,40.0,,0.0,,0.0,,,,,,
30878,lostethereal,game?id=39583,15.0,40.0,,0.0,15.0,40.0,,,,,,
30883,scp087re,game?id=39628,15.0,40.0,,0.0,,0.0,,,,,,
30885,dominosky,game?id=39632,2.0,40.0,,0.0,2.5,40.0,,,,,,
30886,rescuelucy,game?id=39634,,0.0,,0.0,15.0,40.0,,,,,,
30890,incaseofemergencyreleaseraptor,game?id=39648,32.0,40.0,,0.0,,0.0,,,,,,
30896,bouncetales,game?id=39708,6.0,40.0,,0.0,,0.0,,,,,,
30899,spoolside,game?id=39744,2.0,40.0,,0.0,,0.0,,,,,,
30901,aceofprotectors,game?id=39757,,0.0,9.0,40.0,13.5,40.0,,,,,,
30902,adventureworld,game?id=39758,,0.0,,0.0,5.0,40.0,,,,,,
30904,epicbattlefantasy2,game?id=39782,1.5,40.0,,0.0,5.0,40.0,,,,,,
30910,sallyfaceepisodeonestrangeneighbors,game?id=39812,50.0,50.0,1.0,40.0,2.0,40.0,,,,,,
30911,hiddenmygamebymom,game?id=39837,37.0,70.0,45.0,40.0,1.0,50.0,,,,,,
30912,touhougensorondobulletballet,game?id=39847,2.0,40.0,,0.0,,0.0,,,,,,
30914,epicmanager,game?id=39852,15.0,40.0,,0.0,54.0,40.0,,,,,,
30917,breached,game?id=39860,2.5,40.0,3.0,40.0,7.0,40.0,,,,,,
30921,kimulatorfightforyourdestiny,game?id=39877,15.0,40.0,15.0,40.0,15.0,40.0,,,,,,
30922,zombitatostheendofthepcmasterrace,game?id=39878,15.0,40.0,,0.0,,0.0,,,,,,
30923,dogchild,game?id=39885,4.0,40.0,,0.0,,0.0,,,,,,
30925,witheringkingdomflurryofarrows,game?id=39900,,0.0,,0.0,5.0,40.0,,,,,,
30927,ticktockbangbang,game?id=39915,,0.0,2.0,40.0,3.0,40.0,,,,,,
30930,dyscourseindieislanddlc,game?id=39955,53.0,40.0,,0.0,,0.0,,,,,,
30931,cubway,game?id=39956,2.0,40.0,2.0,40.0,3.0,40.0,,,,,,
30933,blitzkriegburninghorizon,game?id=39983,5.5,40.0,,0.0,,0.0,,,,,,
30934,blitzkriegrollingthunder,game?id=39984,4.5,40.0,,0.0,,0.0,,,,,,
30935,meiqlabyrinthofdeath,game?id=39986,19.5,40.0,27.5,40.0,,0.0,,,,,,
30939,razorracing,game?id=40015,33.0,40.0,,0.0,,0.0,,,,,,
30942,blastersoftheuniverse,game?id=40028,4.0,40.0,6.0,40.0,,0.0,,,,,,
30946,zombieboom,game?id=40037,,0.0,1.5,40.0,2.0,40.0,,,,,,
30947,lethalbrutalracing,game?id=40040,4.5,40.0,,0.0,,0.0,,,,,,
30951,shephard,game?id=40049,33.0,40.0,,0.0,,0.0,,,,,,
30952,eyetoymonkeymania,game?id=40055,41.0,40.0,,0.0,,0.0,,,,,,
30953,singstarpop,game?id=40056,,0.0,,0.0,10.0,40.0,,,,,,
30954,singstarqueen,game?id=40057,2.0,40.0,,0.0,,0.0,,,,,,
30955,nycaptor,game?id=40067,25.0,40.0,,0.0,,0.0,,,,,,
30956,doubledare,game?id=40079,15.0,40.0,,0.0,,0.0,,,,,,
30959,vrvacatetheroom,game?id=40100,26.0,40.0,36.0,40.0,4.0,40.0,,,,,,
30960,sneakthief,game?id=40107,5.0,40.0,7.0,40.0,9.0,40.0,,,,,,
30961,theassembly,game?id=40115,4.5,50.0,6.5,40.0,5.5,50.0,,,,,,
30962,lifestreamahauntingtextadventure,game?id=40130,,0.0,,0.0,7.5,40.0,,,,,,
30963,runninggods,game?id=40151,,0.0,5.0,40.0,,0.0,,,,,,
30964,nhlslapshot,game?id=40168,11.0,40.0,,0.0,,0.0,,,,,,
30965,rockbandcountrytrackpack2,game?id=40169,4.0,40.0,,0.0,,0.0,,,,,,
30969,vernonslegacy,game?id=40218,2.0,40.0,2.0,40.0,3.0,40.0,,,,,,
30971,theorbchambersii,game?id=40235,,0.0,,0.0,2.0,40.0,,,,,,
30972,streetpassmiiplazapuzzleswap,game?id=40240,,0.0,,0.0,21.5,40.0,,,,,,
30973,wordsearchbypowgi,game?id=40245,,0.0,,0.0,14.5,40.0,,,,,,
30974,rivercitytokyorumble,game?id=40253,3.5,40.0,6.0,50.0,16.0,40.0,,,,,,
30977,bitray2,game?id=40269,,0.0,,0.0,30.0,40.0,,,,,,
30979,erusal,game?id=40272,15.0,40.0,,0.0,,0.0,,,,,,
30986,everestvr,game?id=40299,34.0,40.0,,0.0,,0.0,,,,,,
30988,beautifuljapanesesceneryanimatedjigsaws,game?id=40311,10.0,40.0,12.0,40.0,18.5,40.0,,,,,,
30989,iandme,game?id=40313,5.0,40.0,10.0,40.0,,0.0,,,,,,
30990,murasaki,game?id=40314,4.0,40.0,9.0,40.0,,0.0,,,,,,
30992,slayershock,game?id=40321,5.5,40.0,,0.0,,0.0,,,,,,
30993,triothepunchneverforgetme,game?id=40322,49.0,40.0,,0.0,,0.0,,,,,,
30994,nhl17,game?id=40328,42.0,40.0,100.0,40.0,,0.0,,,,,,
30995,neonstructthedulcearchives,game?id=40332,25.0,40.0,,0.0,,0.0,,,,,,
30996,mrpresidentprologueepisode,game?id=40333,45.0,40.0,,0.0,1.5,50.0,,,,,,
30998,spidermanthevideogame,game?id=40341,1.0,50.0,,0.0,,0.0,,,,,,
31000,campusnotesforgetmenot,game?id=40352,4.0,40.0,4.5,40.0,4.5,40.0,,,,,,
31001,thepiratecaribbeanhunt,game?id=40358,,,,,,,15.0,40.0,,0.0,,0.0
31004,acanscallact1,game?id=40364,15.0,40.0,16.0,40.0,,0.0,,,,,,
31008,dukegrabowskimightyswashbuckler,game?id=40384,1.5,40.0,2.0,40.0,2.0,60.0,,,,,,
31009,jeopardy25thanniversaryedition,game?id=40386,3.5,40.0,,0.0,,0.0,,,,,,
31010,wwesupercard,game?id=40390,,,,,,,10.0,40.0,,0.0,,0.0
31011,mybutler,game?id=40405,,0.0,5.5,40.0,15.0,40.0,,,,,,
31013,bishoujosexyderby,game?id=40414,,0.0,18.0,40.0,,0.0,,,,,,
31014,wildsnake,game?id=40438,,0.0,,0.0,46.0,40.0,,,,,,
31016,kickhim,game?id=40445,,0.0,,0.0,15.0,50.0,,,,,,
31018,zombietrainingsimulator,game?id=40461,,0.0,3.0,40.0,,0.0,,,,,,
31019,cardsofcthulhu,game?id=40463,,0.0,,0.0,3.5,40.0,,,,,,
31020,omnipresent,game?id=40469,,0.0,6.0,40.0,,0.0,,,,,,
31021,catinjapan,game?id=40509,20.0,40.0,,0.0,,0.0,,,,,,
31022,talesofdestruction,game?id=40510,,0.0,,0.0,1.5,40.0,,,,,,
31024,jurassicparkthegameepisode1theintruder,game?id=40524,2.0,40.0,2.0,40.0,2.5,50.0,,,,,,
31025,jurassicparkthegameepisode4thesurvivors,game?id=40527,1.5,40.0,2.0,40.0,2.0,50.0,,,,,,
31032,spiritsphere,game?id=40575,20.0,40.0,3.5,40.0,,0.0,,,,,,
31036,volleyfire,game?id=40606,1.5,40.0,1.5,40.0,2.0,40.0,,,,,,
31039,darconikathecubeofsoul,game?id=40621,,0.0,1.0,40.0,2.5,40.0,,,,,,
31040,loveintheglen,game?id=40622,,0.0,,0.0,2.5,40.0,,,,,,
31041,sizeblock,game?id=40634,,0.0,,0.0,15.0,40.0,,,,,,
31046,mythsoftheworldchinesehealer,game?id=40655,2.5,40.0,,0.0,,0.0,,,,,,
31051,atonement2rupturedbydespair,game?id=40702,,0.0,,0.0,13.5,40.0,,,,,,
31055,krampus,game?id=40722,42.0,40.0,,0.0,,0.0,,,,,,
31060,flatpath,game?id=40755,,0.0,,0.0,3.0,40.0,,,,,,
31065,markosmagicfootball,game?id=40774,2.0,40.0,,0.0,,0.0,,,,,,
31068,boxmaze,game?id=40807,,0.0,,0.0,5.0,40.0,,,,,,
31072,constructionmachinessimulator2016,game?id=40819,,0.0,,0.0,9.0,40.0,,,,,,
31081,fairune2,game?id=40865,5.5,50.0,6.5,50.0,8.0,40.0,,,,,,
31082,thornesonofslaves,game?id=40875,,0.0,,0.0,2.0,40.0,,,,,,
31085,samuraiofhyuga,game?id=40889,4.0,40.0,,0.0,,0.0,,,,,,
31086,samuraiofhyugabook2,game?id=40890,3.0,40.0,,0.0,,0.0,,,,,,
31087,slashordie,game?id=40900,,0.0,3.0,40.0,5.0,40.0,,,,,,
31089,zombieexodussafehaven,game?id=40904,,0.0,13.5,40.0,,0.0,,,,,,
31090,wildromance,game?id=40913,,0.0,,0.0,4.5,40.0,,,,,,
31091,legendoftheskyfish,game?id=40916,3.5,40.0,,0.0,3.5,50.0,,,,,,
31100,1917thealieninvasion,game?id=40946,2.0,40.0,,0.0,8.0,40.0,,,,,,
31101,keyboardsports,game?id=40962,20.0,60.0,,0.0,21.0,40.0,,,,,,
31102,devilworld,game?id=40971,30.0,40.0,,0.0,,0.0,,,,,,
31103,boogiewings,game?id=40974,1.5,40.0,,0.0,,0.0,,,,,,
31104,firebarrel,game?id=40978,1.5,40.0,,0.0,,0.0,,,,,,
31105,mysticwarriors,game?id=41003,1.0,40.0,,0.0,,0.0,,,,,,
31106,thespacegarden,game?id=41011,,0.0,,0.0,3.0,40.0,,,,,,
31107,wildwestcowboysofmoomesa,game?id=41013,1.0,50.0,,0.0,,0.0,,,,,,
31108,tombraideriigoldenmask,game?id=41027,4.5,50.0,5.0,50.0,5.0,50.0,,,,,,
31110,aerialassault,game?id=41037,1.0,40.0,,0.0,2.0,40.0,,,,,,
31112,superdarius,game?id=41060,4.0,40.0,,0.0,,0.0,,,,,,
31113,probeachsoccer,game?id=41071,5.0,40.0,,0.0,,0.0,,,,,,
31115,goblinandcoins,game?id=41079,3.0,40.0,,0.0,,0.0,,,,,,
31118,airgallet,game?id=41088,21.0,50.0,,0.0,,0.0,,,,,,
31119,halsholeinonegolf,game?id=41090,51.0,40.0,,0.0,,0.0,,,,,,
31147,racecario,game?id=41186,,,,,,,18.0,40.0,,0.0,,0.0
31160,simsaraismissing,game?id=41280,53.0,60.0,54.0,40.0,56.0,50.0,,,,,,
31161,invisibleapartment3,game?id=41282,,0.0,1.0,40.0,,0.0,,,,,,
31162,harvestmoonskytreevillage,game?id=41283,27.0,40.0,80.0,40.0,,0.0,,,,,,
31163,drodgunthroandtheepicblunder,game?id=41287,18.0,40.0,20.5,40.0,37.0,40.0,,,,,,
31165,tracksoftriumphsummertime,game?id=41303,,0.0,,0.0,2.0,40.0,,,,,,
31166,assaultgunners,game?id=41320,4.5,40.0,6.0,40.0,,0.0,,,,,,
31167,memoryoblivionbox,game?id=41340,5.0,40.0,12.0,40.0,12.5,40.0,,,,,,
31168,cartoonnetworkbattlecrashers,game?id=41378,4.0,40.0,,0.0,,0.0,,,,,,
31170,puzzlecube,game?id=41412,,0.0,,0.0,6.5,40.0,,,,,,
31174,bloxorz,game?id=41419,,0.0,,0.0,1.5,40.0,,,,,,
31175,donttakethisrisk,game?id=41425,,0.0,,0.0,45.0,40.0,,,,,,
31177,thelegendofkusakari,game?id=41431,1.5,40.0,,0.0,,0.0,,,,,,
31182,marsodyssey,game?id=41538,35.0,40.0,,0.0,,0.0,,,,,,
31189,thebeggarsride,game?id=41561,4.0,40.0,,0.0,,0.0,,,,,,
31190,megpoidthemusic,game?id=41573,5.5,40.0,,0.0,,0.0,,,,,,
31191,thegleamvrescapetheroom,game?id=41577,5.0,40.0,,0.0,15.0,40.0,,,,,,
31192,itsalwaysmonday,game?id=41586,16.0,50.0,,0.0,,0.0,,,,,,
31193,mickeysracingadventure,game?id=41590,5.5,40.0,10.0,40.0,15.5,40.0,,,,,,
31194,miniaturethestorypuzzle,game?id=41592,35.0,40.0,,0.0,39.0,50.0,,,,,,
31196,toyblast,game?id=41614,,0.0,,0.0,15.0,40.0,,,,,,
31198,autumndream,game?id=41621,30.0,40.0,,0.0,40.0,40.0,,,,,,
31199,taimaninyukikaze,game?id=41637,5.0,40.0,,0.0,,0.0,,,,,,
31200,solitairebeachseason,game?id=41642,,0.0,18.0,40.0,29.0,40.0,,,,,,
31201,rockgodtycoon,game?id=41648,4.0,40.0,,0.0,13.5,40.0,,,,,,
31203,buddy,game?id=41741,3.0,40.0,,0.0,,0.0,,,,,,
31204,triptovinelands,game?id=41758,,0.0,,0.0,44.0,50.0,,,,,,
31205,anykeysimulator,game?id=41759,,0.0,,0.0,3.0,40.0,,,,,,
31210,antihorror,game?id=41776,,0.0,,0.0,47.0,40.0,,,,,,
31212,goawaythereskumisoverthere,game?id=41781,,0.0,,0.0,18.0,50.0,,,,,,
31215,mahjongworldcontest,game?id=41793,,0.0,,0.0,12.5,40.0,,,,,,
31217,ragewars,game?id=41806,1.0,40.0,,0.0,,0.0,,,,,,
31220,legendofmiro,game?id=41818,,0.0,,0.0,4.0,40.0,,,,,,
31222,catacombexplorers,game?id=41829,15.0,40.0,15.0,40.0,1.0,40.0,,,,,,
31224,jumpball,game?id=41831,,0.0,,0.0,2.5,40.0,,,,,,
31226,kombine,game?id=41837,,0.0,,0.0,3.5,40.0,,,,,,
31228,starushkolub,game?id=41842,,0.0,,0.0,1.5,50.0,,,,,,
31229,terminalhacker,game?id=41891,,0.0,15.0,40.0,1.0,50.0,,,,,,
31230,gridlegionstorm,game?id=41909,40.0,40.0,,0.0,,0.0,,,,,,
31231,tavernier,game?id=41929,1.5,50.0,5.0,40.0,9.0,40.0,,,,,,
31234,microsofttreasurehunt,game?id=41960,,0.0,,0.0,31.0,40.0,,,,,,
31236,bluesandbulletsepisode1theendofpeace,game?id=41987,,,,,,,2.0,50.0,,,,
31237,bluesandbulletsepisode2shakingthehive,game?id=41988,,,,,,,2.0,40.0,,,,
31240,boltrileyareggaeadventurechapter1,game?id=42017,1.0,40.0,1.5,40.0,,0.0,,,,,,
31242,dragonpath,game?id=42021,,0.0,4.0,40.0,,0.0,,,,,,
31243,gulfofadentaskforcesomalia,game?id=42026,4.5,40.0,,0.0,,0.0,,,,,,
31245,shadowspeak,game?id=42033,3.0,40.0,3.0,40.0,3.5,40.0,,,,,,
31247,tombofthemask,game?id=42044,,0.0,,0.0,7.0,40.0,,,,,,
31254,demolitiongirl,game?id=42083,46.0,40.0,2.0,40.0,,0.0,,,,,,
31256,zyonrhythmgame,game?id=42114,7.0,40.0,,0.0,,0.0,,,,,,
31257,sanicball,game?id=42116,,0.0,,0.0,4.0,40.0,,,,,,
31259,merrygearsolid2theghostsofchristmaspast,game?id=42125,2.5,40.0,,0.0,,0.0,,,,,,
31260,strongmind,game?id=42128,,0.0,,0.0,5.0,40.0,,,,,,
31261,thecrewcallingallunits,game?id=42130,3.0,40.0,,0.0,,0.0,,,,,,
31262,geoguessr,game?id=42136,22.0,40.0,,0.0,,0.0,,,,,,
31265,f1rocraceofchampions,game?id=42161,2.0,40.0,,0.0,,0.0,,,,,,
31266,estiman,game?id=42169,28.0,40.0,41.0,40.0,3.5,40.0,,,,,,
31267,fairylandfairypower,game?id=42170,,0.0,,0.0,1.0,40.0,,,,,,
31271,phatstacks,game?id=42195,,0.0,,0.0,44.0,40.0,,,,,,
31272,bunnypiggy,game?id=42207,2.0,40.0,,0.0,4.5,40.0,,,,,,
31273,masky,game?id=42210,,0.0,12.0,40.0,,0.0,,,,,,
31275,hyperburner,game?id=42223,,0.0,2.0,40.0,,0.0,,,,,,
31276,burritobisonlaunchalibre,game?id=42228,6.5,40.0,,0.0,12.0,40.0,,,,,,
31279,scrabbleinteractive,game?id=42257,,0.0,2.0,40.0,,0.0,,,,,,
31280,intrude,game?id=42269,,0.0,4.0,40.0,,0.0,,,,,,
31288,titansofspace20,game?id=42324,,0.0,1.5,40.0,2.0,40.0,,,,,,
31291,truefearforsakensoulspart1,game?id=42362,5.0,40.0,6.0,70.0,6.0,40.0,,,,,,
31292,lostlandsthegoldencurse,game?id=42373,5.0,40.0,6.0,40.0,8.0,40.0,,,,,,
31295,notcod,game?id=42389,2.0,40.0,,0.0,,0.0,,,,,,
31296,redie,game?id=42398,6.0,40.0,,0.0,9.0,40.0,,,,,,
31297,avalonlegendssolitaire2,game?id=42399,13.5,40.0,14.0,40.0,16.5,40.0,,,,,,
31298,heavenforest,game?id=42416,,,,,,,2.5,60.0,,0.0,,0.0
31299,liesofastaroth,game?id=42417,,,,,,,42.5,40.0,,0.0,,0.0
31302,colosseumroadtofreedom,game?id=1812,21.0,40.0,,0.0,,0.0,,,,,,
31304,coma,game?id=1817,20.0,40.0,,0.0,23.0,40.0,,,,,,
31305,combat,game?id=1819,45.0,40.0,2.5,40.0,3.0,40.0,,,,,,
31306,comicjumpertheadventuresofcaptainsmiley,game?id=1828,5.5,50.0,7.5,50.0,8.0,50.0,,,,,,
31307,commanderkeen6aliensatemybabysitter,game?id=1858,3.0,50.0,3.5,40.0,,0.0,,,,,,
31308,commanderkeeningoodbyegalaxy,game?id=1860,,,,,,,3.5,50.0,,0.0,,0.0
31309,commandosteeldisaster,game?id=1866,3.0,40.0,,0.0,,0.0,,,,,,
31311,conduit2,game?id=1883,6.0,60.0,9.0,40.0,47.5,40.0,,,,,,
31312,confidentialmission,game?id=1884,39.0,40.0,,0.0,2.0,40.0,,,,,,
31313,conquestofthecrystalpalace,game?id=1899,4.0,40.0,,0.0,,0.0,,,,,,
31314,constantc,game?id=1903,8.0,40.0,,0.0,,0.0,,,,,,
31315,contrarebirth,game?id=1916,1.0,60.0,,0.0,,0.0,,,,,,
31316,contralegacyofwar,game?id=1918,1.0,40.0,,0.0,,0.0,,,,,,
31318,corpsekiller,game?id=1934,2.0,40.0,2.0,40.0,,0.0,,,,,,
31320,cosmicsmash,game?id=1943,1.0,40.0,,0.0,,0.0,,,,,,
31321,costumequestprototype,game?id=1948,17.0,50.0,,0.0,1.0,40.0,,,,,,
31322,countdownvampires,game?id=1952,10.0,50.0,10.0,40.0,,0.0,,,,,,
31323,covenantofsolitude,game?id=1960,,0.0,19.5,40.0,,0.0,,,,,,
31324,cowboykid,game?id=1962,2.0,40.0,3.0,40.0,,0.0,,,,,,
31325,crashntheboysstreetchallenge,game?id=1968,2.0,40.0,,0.0,,0.0,,,,,,
31326,crashcommando,game?id=1977,1.0,40.0,,0.0,,0.0,,,,,,
31327,crashtimeiii,game?id=1985,7.0,50.0,9.0,40.0,13.5,40.0,,,,,,
31328,crazytaxi3highroller,game?id=2004,3.5,50.0,8.0,40.0,8.5,40.0,,,,,,
31329,creatures,game?id=2008,,0.0,5.5,40.0,,0.0,,,,,,
31330,creatures2,game?id=2009,,0.0,12.0,40.0,,0.0,,,,,,
31331,crimsonalliance,game?id=2021,8.0,40.0,8.0,50.0,,0.0,,,,,,
31332,crimsonalliancevengeancedlc,game?id=2022,,0.0,,0.0,2.0,40.0,,,,,,
31333,timecrisiscrisiszone,game?id=2036,36.0,50.0,,0.0,,0.0,,,,,,
